GPCR,COMPOUND_ID,ACTIVITY_TYPE,STANDARD_VALUE,smiles
P08908,1788191,Ki,-10,CCCN(CCCCN1C(=O)CC(CC1=O)(C)C)[C@H]2CCc3ccc4c(c3C2)cc([nH]4)C(=O)N
P30968,23767,Ki,-2.11,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@@H](C)NCc3ccccc3)c4cccc(c4)OC
P30968,492327,IC50,-1,Cc1nc(cn1C)CN2CCN(CC2)c3cccc4c3nc([nH]4)c5ccc(cc5)C(C)(C)C
P30968,132616,Ki,-1.62,CCOC(=O)c1cn(c2cc(c(n2c1=O)CN(C)Cc3ccccc3)c4ccc(cc4)NC(=O)C)Cc5ccccc5F
P11229,611942,IP,-10,CS(=O)(=O)c1ccc(cc1)Cn2cc(c(=O)c3c2c(ccc3)F)C(=O)O
P30968,69361,Ki,-1.9,Cc1c(c(=O)n2c(c(nc2n1Cc3ccccc3F)c4ccc(cc4)OC)CN(C)CCc5ccccn5)c6cccc(c6)F
P30968,436862,Ki,-2.91,CCNC(=O)Nc1ccc(cc1)c2c(n3c(=O)c(cn(c3n2)Cc4c(cccc4F)F)C(=O)OCC)CN(Cc5ccccc5)CC(=O)NCCCC(=O)NCC#Cc6cccc(c6)C#CCNC(=O)CCCNC(=O)CN(Cc7ccccc7)Cc8c(nc9n8c(=O)c(cn9Cc1c(cccc1F)F)C(=O)OCC)c1ccc(cc1)NC(=O)NCC
P30968,184819,IC50,0.22,Cc1cc(cc(c1C)C)c2c(c3cc(c(cc3nc2O)Cl)C(=O)Nc4ccncn4)OCCC5CCCO5
P30968,435974,IC50,-0.6,CCOC(=O)c1cn(c2c(c1=O)c(c(s2)c3ccc(cc3)N)CN(C)Cc4ccccc4)Cc5c(cccc5F)F
P30968,1088865,IC50,-4,CCc1[nH]c(c(n1)CN2CCN(CC2)c3cccc4c3sc(n4)c5ccc(cc5)C(C)(C)C)C
P30968,515200,IC50,-2.08,CC(C)c1ccc(cc1)c2[nH]c3cccc(c3n2)N4CCN(CC4)CCOc5cccc6c5[nH]c(n6)C(F)(F)F
P30968,359914,IC50,-1.92,c1ccc(cc1)Cn2c3ccc(cc3nc2CCNC(=O)Nc4ccccc4Cl)S(=O)(=O)NCc5ccc(cc5)F
P30968,366865,Ki,-2,Cc1c(c(=O)n(c(=O)n1Cc2ccccc2OC)C[C@@H](c3ccccc3)N)c4ccccc4F
P30968,439879,IC50,-0.37,CC(C)C[C@@H](C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(=O)O)NC(=O)[C@@H](Cc2ccc(cc2)NC(=O)N)NC(=O)[C@H](Cc3ccc(cc3)NC(=O)NC(=O)[C@H](CC(=O)N)N)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc4cccnc4)NC(=O)[C@@H](Cc5ccc(cc5)Cl)NC(=O)[C@@H](Cc6ccc7ccccc7c6)NC(=O)C
P30968,48616,IC50,-0.15,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4C5CCC4CC5)CCNCCCCc6ccncc6)C
P30968,434995,Ki,-0.76,CCCC(=O)Nc1ccc(cc1)c2cc3n(cc(c(=O)n3c2CN(C)CCN(CC)CC)C(=O)OC(CC)CC)Cc4ccccc4F
P51677,191824,Ki,-10,CN1CCN(CC1)C(CNC(=O)Nc2cc(cc(c2)Cl)Cl)c3ccc(cc3)C(F)(F)F
P30968,64252,Ki,-3.04,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)CCNCCc3ccccc3)c4cccc(c4)OC
P30968,130126,Ki,-0.08,CCCC(=O)Nc1ccc(cc1)c2cc3n(cc(c(=O)n3c2CN(C)CCc4ccccn4)C(=O)OCC)Cc5ccccc5F
P30968,449351,IC50,-0.45,CCN(C1CCCCC1)C(=O)c2ccc3c(c2)c(c([nH]3)c4cc(cc(c4)C)C)CCNCCCCc5ccncc5
P30968,305155,IC50,-0.85,CCOC(=O)c1cn(c2nc(c(n2c1=O)CN(C)Cc3ccccc3)c4ccc(cc4)NC(=O)c5ccsc5)Cc6c(cccc6F)F
P30968,432450,IC50,-0.52,CCc1cc(ccn1)CCNC[C@@H](C)c2c3cc(ccc3[nH]c2c4cc(cc(c4)C)C)C(C)(C)C(=O)N5CC6CCC5CC6
P30968,193897,IC50,-3.8,CC(C)n1c2ccc(cc2nc1SCc3ccccc3Cl)NC(=O)C4CC4
P30968,66808,Ki,-2.18,Cc1c(c(=O)n2c(c(nc2n1Cc3ccccc3F)c4ccc(cc4)OC)CN(C)CCOC)c5ccc6c(c5)OCO6
P30968,179850,IC50,-4,CCCc1nc2cc(ccc2n1Cc3ccccc3)S(=O)(=O)NCc4ccc(cc4)F
P30968,361117,Ki,-0.36,COc1cccc(c1)N2CN(C(=O)N(C2=O)C[C@H](c3ccccc3)N)Cc4c(cccc4F)F
P50052,376869,Ki,-10,CC[C@@H](C)[C@@H](C(=O)O)NC(=O)c1cccc(c1)Cc2cnc[nH]2
P30968,436874,IC50,-0.38,CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)O)NC(=O)CNC(=O)[C@H](Cc2ccc(cc2)O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc3c[nH]c4c3cccc4)NC(=O)[C@H](Cc5c[nH]cn5)NC(=O)[C@H](CCC(=O)O)N
P32245,251495,Ki,-10,CNCC(=O)N1C[C@@H]([C@H](C1)C(=O)N2CCN(CC2)C3(CCCCC3)CNCc4ccccc4)c5ccc(cc5)Cl
P30968,367812,Ki,-1.53,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@@H](c3ccccc3)N)c4csc(n4)N(C)c5ccccc5
P30968,116986,Ki,-2.34,Cc1cc2c(cc1Cc3ccc(o3)C(=O)NCC4CCN(CC4)C(=N)N)C(CCC2(C)C)(C)C
P30968,385175,IC50,-2.59,CN(Cc1ccccc1)Cc2c3c(=O)n(c(=O)n(c3sc2c4ccc(cc4)NC(=O)NCc5ccccc5)Cc6c(cccc6F)F)c7ccccc7
P30968,360910,Ki,-3.08,Cc1c(c(=O)n(c(=O)n1CCOC)C[C@@H](c2ccccc2)N)c3ccccc3F
P30968,367548,Ki,-1.86,COc1cccc(c1F)n2c(=O)n(c(=O)n(c2=O)C[C@@H](c3ccccc3)N)Cc4c(cccc4Cl)C#N
P30968,291896,IC50,0.15,CCOC(=O)c1cn(c2nc(c(n2c1=O)CN(C)Cc3ccccc3)c4ccc(cc4)NC(=O)NOC)Cc5c(cccc5F)F
P46663,181098,Ki,-10,CN(C)CCCN(CCCN(C)C)S(=O)(=O)c1ccc(c(c1)[N+](=O)[O-])NCC(c2ccccc2)c3ccccc3
P30968,431248,Ki,-2.32,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@@H]3CCCN3Cc4ccccn4)c5cccc(c5)OC
P30968,180280,Ki,-3.04,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@H](C(C)C)N(C)C)c3cccc(c3F)OC
P30968,332923,Ki,-1.82,Cc1cc2c(cc1Cc3ccc(o3)C(=O)NCC4CCC(CC4)CNC(=O)C(F)(F)F)C(CCC2(C)C)(C)C
P30968,175465,Ki,-1.04,COc1cccc(c1F)n2c(=O)n(c(=O)n(c2=O)C[C@@H](c3ccccc3)N)Cc4ccccc4F
P30968,280170,IC50,0,CN(Cc1ccccc1)Cc2c3c(=O)n(c(=O)n(c3sc2c4ccc(cc4)N)Cc5c(cccc5F)F)c6cccc(c6)OC
P30968,304548,Ki,-2,Cc1c(c(=O)n2c(c(nc2n1Cc3ccccc3F)c4ccc(cc4)OC)CN(C)CCc5ccccn5)c6cc(cc(c6)Cl)Cl
P30968,117170,Ki,-1.23,Cc1cc2c(cc1Cc3ccc(o3)C(=O)NCC4CCC(CC4)C#N)C(CCC2(C)C)(C)C
P30968,332305,Ki,-2.18,Cc1cc2c(cc1Cc3ccc(o3)C(=O)NCC4CCC(CC4)CNc5ncccn5)C(CCC2(C)C)(C)C
P30968,392604,Ki,-2.41,CN(CCc1ccccn1)CCn2c(=O)c3c(n(c2=O)Cc4c(cccc4F)F)CCN(C3)Cc5ccc(c(c5)Cl)Cl
P32246,233861,IC50,-10,C[C@@H]1CN(CCN1C(=O)COc2ccc(cc2Nc3c(c(=O)c3=O)NC)c4ccccc4)Cc5ccc(cc5)F
P30968,114370,Ki,-4.18,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C3CCNC3)c4cccc(c4)OC
Q92847,476471,IC50,-10,CCCCCCC(=O)OC[C@@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N)NC(=O)[C@H](CO)NC(=O)CN
P30968,364914,Ki,0.05,COc1cccc(c1F)c2cn(c(=O)n(c2=O)C[C@@H](c3ccccc3)N)Cc4c(cccc4S(=O)(=O)C)F
P30968,120834,Ki,-2.23,Cc1cc2c(cc1Cc3ccc(o3)C(=O)NCC4CCC(CC4)CNc5nccc(n5)Cl)C(CCC2(C)C)(C)C
Q92847,205848,IC50,-10,CS(=O)(=O)c1ccc(cc1)CNc2ccc(cc2)c3c(nc(nc3N)N)CNCC4CCCC4
P30968,359682,Ki,-0.88,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@H](CC(C)C)N(C)C)c3cccc(c3F)OC
P30968,362371,IC50,0.49,Cc1cc(cc(c1C)C)c2c(c3cc(c(cc3nc2O)Cl)C(=O)Nc4cnsn4)OCC[C@@H]5CCN5
P30968,340156,Ki,-0.52,CCCCCCNC(=O)c1cn(c2cc(c(n2c1=O)CN(C)CCc3ccccn3)c4ccc(cc4)NC(=O)CCC)Cc5ccccc5F
P30968,448656,Ki,-1.53,c1ccc(cc1)[C@H](Cn2c(=O)c(cn(c2=O)Cc3c(cccc3F)C(F)(F)F)c4cccc(c4F)OCCCCC(=O)O)N
P30968,183066,IC50,-2.08,c1ccc(cc1)Cn2c3ccc(cc3nc2SCCc4cccnc4)S(=O)(=O)NCc5ccc(cc5)F
P30968,87000,IC50,-0.68,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4CC5CCCC4C5)[C@H](C)CNCCCCc6ccncc6)C
P30968,1800157,IC50,0.62,CN(CCOC)Cc1c2c(=O)n(c(=O)n(c2sc1c3ccc(cc3)NC(=O)NOC)Cc4c(cccc4F)F)c5ccc(nn5)OC
P30968,181301,IC50,-2.34,CSc1nc2cc(ccc2n1Cc3ccccc3)S(=O)(=O)NCc4ccc(cc4)F
P30968,432585,Ki,-2.49,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)CC(C)N(C)Cc3ccccc3)c4cccc(c4)OC
P30968,295917,IC50,-1,Cc1cc(cc(c1)c2c(c3cc(c(cc3nc2O)Cl)NC(=O)c4cnccn4)OCCC5CCCCN5)C
P30968,433954,IC50,-3.32,CCOc1nc2cc(ccc2n1CCN3CCOCC3)S(=O)(=O)NCc4ccc(cc4)F
P30968,407619,IC50,-0.39,Cc1cn(c(=O)[nH]c1=O)C(=O)CNc2ccc(cc2)C[C@@H](C(=O)N[C@H](Cc3ccc(cc3)NC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N4CCC[C@H]4C(=O)N[C@H](C)C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc5cccnc5)NC(=O)[C@@H](Cc6ccc(cc6)Cl)NC(=O)[C@@H](Cc7ccc8ccccc8c7)NC(=O)C
P30968,510285,Ki,-0.62,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)C(F)(F)F)C[C@@H](c3ccccc3)NCCCC(=O)OC)c4cccc(c4F)OC
P24530,110695,IC50,-10,CCCCN(CCCC)C(=O)CN1C[C@@H]([C@H]([C@@H]1CCn2ccccc2=O)C(=O)O)c3ccc4c(c3)OCO4
P30968,184345,Ki,-1.15,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@@H](c3ccccc3)N)c4ccc(cc4)Cl
P08172,333501,Ki,-10,c1coc(c1Br)C2=CN3CCC2CC3
P41145,405552,Ki,-10,CCC(=N)NCCCCCNC(=O)C(CC(C)C)NC(=O)[C@@]1(CC1CN2CC[C@]3(c4cc(ccc4CC2C3C)O)C)c5ccccc5
P30968,401349,IC50,-2.29,Cc1cc(cc(c1)c2c(c3cc(sc3[nH]2)C(C)(C)C(=O)N4C5CCC4CC5)CCN6CCN(CC6)CC(=O)N7CCCC7)C
P30968,377396,IC50,1,CC(C)C(=O)c1cn(c2c(c1=O)c(c(s2)c3ccc(cc3)NC(=O)NC)CN(C)Cc4ccccc4)Cc5c(cccc5F)F
P30968,183779,IC50,-1,CC(C)(C)NC(=O)NCCc1nc2cc(ccc2n1Cc3ccccc3)S(=O)(=O)NCc4ccc(cc4)Cl
P30968,118330,Ki,-2.71,Cc1cc2c(cc1Cc3ccc(o3)C(=O)NCc4cccc(c4)CNc5nc(cc(n5)C(=O)OC)C)C(CCC2(C)C)(C)C
P30968,444509,IC50,-1.7,CC(C)(C)c1ccc(cc1)c2[nH]c3cccc(c3n2)N4CCN(CC4)CCOc5cccc6c5[nH]c(n6)C(F)(F)F
P30968,236544,Ki,-3.11,COc1cccc(c1)n2c(=O)c3c(n(c2=O)Cc4c(cccc4F)F)CN(CC3)Cc5ccccc5
P30968,424991,IC50,0.15,Cc1cc(cc(c1C)C)c2c(c3cc(c(cc3nc2O)Cl)C(=O)Nc4cnsn4)OCCC5COCCN5
P30968,404611,Ki,-2.7,CCNC(=O)Nc1ccc(cc1)c2c(n3c(=O)ccn(c3n2)Cc4c(cccc4F)F)CN(Cc5ccccc5)CC(=O)NCC(=O)N6CCC(CC6)C(=O)NCC#Cc7ccccc7C#CCNC(=O)C8CCN(CC8)C(=O)CN(Cc9ccccc9)Cc1c(nc2n1c(=O)c(cn2Cc1c(cccc1F)F)C(=O)OCC)c1ccc(cc1)NC(=O)NCC
P30968,392605,Ki,-0.7,Cc1cc(ccc1CN2CCc3c(c(=O)n(c(=O)n3Cc4c(cccc4F)F)CCN(C)CCc5ccccn5)C2)Cl
P30968,269726,Ki,0.57,CC(C)C[C@H]1C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CNC(=O)C[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)Cc3ccc4ccccc4c3)Cc5ccc(cc5)O)NC(=O)[C@@H](Cc6c[nH]c7c6cccc7)NC(=O)[C@@H](Cc8ccc(cc8)F)NC(=O)[C@H]9C=CCN9C(=O)C)C(=O)N)CCCN=C(N)N
P30968,349638,IC50,0.4,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4C5CCC4CC5)[C@H](C)CNCCc6ccc7c(c6)nc([nH]7)C)C
P30968,499589,Ki,-3.57,c1ccc(cc1)[C@H](Cn2c(=O)c(cn(c2=O)Cc3c(cccc3F)C(F)(F)F)c4ccc(cc4)CSCC(=O)O)N
P30968,1800664,IC50,1,CN(Cc1cccc(n1)CO)Cc2c3c(=O)n(c(=O)n(c3sc2c4ccc(cc4)NC(=O)NOC)Cc5c(cccc5F)F)c6ccccc6
P29275,210614,Ki,-10,CCCn1c2c(c(=O)n(c1=O)CCC)nc([nH]2)c3cnn(c3)Cc4cc(cc(c4F)Cl)C(F)(F)F
P30968,113574,IC50,0.4,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4CC5CCC4CC5)[C@H](C)CNCCc6cc(nc(c6)C)C)C
P30968,499307,Ki,-1.89,c1ccc(cc1)[C@H](Cn2c(=O)c(cn(c2=O)Cc3c(cccc3F)C(F)(F)F)c4ccc(cc4)COC(=O)CN)N
P30968,398648,IC50,-2.57,Cc1cc(cc(c1)c2c(c3cc(sc3[nH]2)C(C)(C)C(=O)N4C5CCC4CC5)C(=O)CN6CCC(CC6)C(=O)N7CCOCC7)C
P30968,279223,IC50,-1.3,CN(Cc1ccccc1)Cc2c3c(=O)n(c(=O)n(c3sc2c4ccc(cc4)[N+](=O)[O-])Cc5c(cccc5F)F)c6cccc(c6)OC
P30968,370028,IC50,-3.28,CC(C)n1c2ccc(cc2nc1SCc3cc(ccc3OC)[N+](=O)[O-])NC(=O)NC4CC4
P30968,324654,IC50,0.52,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4CC5CCC4CC5)[C@H](C)CNCCc6cc[n+](c(c6)C)[O-])C
P30968,370711,Ki,-0.8,CC(C)Oc1cccc(c1F)c2cn(c(=O)n(c2=O)C[C@@H](c3ccccc3)N)Cc4c(cccc4F)C(F)(F)F
P30968,236546,Ki,-2.71,CN(CCc1ccccn1)CCn2c(=O)c3c(n(c2=O)Cc4c(cccc4F)F)CCN(C3)CCc5c[nH]c6c5cccc6
P30968,210277,IC50,-1.48,CCOC(=O)c1cn(c2c(c1=O)c(c(s2)c3ccc(cc3)OC)CN(C)Cc4ccccc4)Cc5ccccc5F
P30968,413216,IC50,-0.84,CC(C)C[C@@H](C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(=O)O)NC(=O)[C@@H](Cc2ccc(cc2)NC(=O)N)NC(=O)[C@H](Cc3ccc(cc3)NC(=O)NC(=O)[C@@H](CCC(=O)N)N)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc4cccnc4)NC(=O)[C@@H](Cc5ccc(cc5)Cl)NC(=O)[C@@H](Cc6ccc7ccccc7c6)NC(=O)C
P30968,401212,IC50,-2.69,Cc1cc(cc(c1)c2c(c3cc(sc3[nH]2)C(C)(C)C(=O)N4C5CCC4CC5)CN6CCN(CC6)CC(=O)N7CCCC7)C
P30968,372455,IC50,-1.84,CCCn1c2c(cc(cc2nc1SCc3cc(ccc3OC)[N+](=O)[O-])NC(=O)NC(C)(C)C)C(=O)NCc4cccnc4
P51677,125220,IC50,-10,c1ccc(cc1)CN2CCN(CC2)Cc3ccccc3NC(=O)NCCc4ccc(cc4)F
P30968,434955,IC50,-1.79,CC(C)n1c2ccc(cc2nc1SCc3cc(ccc3OC)[N+](=O)[O-])NC(=O)NC(C)(C)C
P30968,193749,IC50,-1.26,CCCn1c2ccc(cc2nc1SCc3cc(ccc3OC)[N+](=O)[O-])NC(=O)NC(C)(C)C
P30968,334816,Ki,-4.7,CCOC(=O)c1cn(c2c(c(c(n2c1=O)CN(C)CCc3ccccn3)c4ccc(cc4)OC)C#N)CC5CC5
P28223,371899,Ki,-10,CN1CCN(CC1)CCc2c[nH]c3c2c(ccc3)O
P30968,210514,Ki,0.4,Cc1cc2c(cc1Oc3ccc(o3)C(=O)Nc4c(nc(nc4OC)NCCCN5CCOCC5)OC)C(CC2)(C)C
P30968,392731,Ki,-1.4,Cc1ccc(c(c1)C)CN2CCc3c(c(=O)n(c(=O)n3Cc4c(cccc4F)F)CC5CCCCN5Cc6ccccn6)C2
P30968,130195,Ki,-2.65,CCOC(=O)c1cn(c2cc(c(n2c1=O)CN(C)Cc3ccccc3)c4ccc(cc4)[N+](=O)[O-])Cc5ccccc5F
P30968,401807,Ki,-0.87,CC[C@H](Cn1c(=O)c(c(n(c1=O)Cc2c(cccc2F)C(F)(F)F)C)c3cccc(c3Cl)OC)NC4CCCC4
P30968,332049,IC50,0.22,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4CC5CCC4CC5)[C@H](C)CNCCc6ccnc(c6)C(=O)C)C
P30968,1800663,IC50,1.15,CN(CCc1ccccn1)Cc2c3c(=O)n(c(=O)n(c3sc2c4ccc(cc4)NC(=O)NOC)Cc5c(cccc5F)F)c6ccccc6
P30968,112093,Ki,-2.4,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@H](C)N(C)Cc3ccccc3)c4cccc(c4)OC
Q92847,439251,IC50,-10,CC(C)(C(=O)N[C@H](Cc1ccccc1)c2nnc(n2Cc3ccc(cc3)OC)CCc4c[nH]c5c4cccc5)N
P30968,121535,Ki,-1.45,Cc1cc2c(cc1Cc3ccc(o3)C(=O)NC[C@H]4CC[C@@H](CC4)CNc5ccnc(n5)NC[C@@H]6CCCO6)C(CCC2(C)C)(C)C
P30968,466541,Ki,-2.76,c1ccc(cc1)[C@H](Cn2c(=O)c(nn(c2=O)c3ccccc3F)Cc4c(cccc4F)F)N
P30968,183274,IC50,-1.34,CC(C)(C)NC(=O)NCCc1nc2cc(ccc2n1Cc3ccccc3)S(=O)(=O)NCc4ccc(cc4Cl)Cl
P30968,497747,Ki,-3.04,c1ccc(cc1)[C@H](Cn2c(=O)c(cn(c2=O)Cc3c(cccc3F)C(F)(F)F)c4ccc(cc4)CN)N
P30968,181057,IC50,-2.59,CC(C)c1nc2cc(ccc2n1Cc3ccccc3)S(=O)(=O)NCc4ccc(cc4)F
P30968,325843,Ki,-1.71,CCOC(=O)[C@@H]1CC[C@H](CC1)CNC(=O)c2ccc(o2)Cc3cc4c(cc3C)C(CCC4(C)C)(C)C
P30968,324912,Ki,-0.91,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@H](Cc3ccccc3)NC)c4cccc(c4F)OC
P30968,331204,Ki,-2.24,Cc1cc2c(cc1Cc3ccc(o3)C(=O)NC[C@@H]4CC[C@H](CC4)CNc5ccnc(n5)NC[C@H]6CCCO6)C(CCC2(C)C)(C)C
P30968,120260,IC50,-3.85,CN(CCc1ccccc1)Cc2c3c(=O)n(c(=O)n(c3sc2c4ccc(cc4)[N+](=O)[O-])Cc5c(cccc5F)F)c6ccccc6
P30968,369723,Ki,-5.08,COc1cccc(c1)n2c(=O)n(c(=O)n(c2=O)CC(c3ccccc3)N)Cc4c(cccc4F)F
P30968,406713,Ki,-3.34,CCNC(=O)Nc1ccc(cc1)c2c(n3c(=O)c(cn(c3n2)Cc4c(cccc4F)F)C(=O)OCC)CN(Cc5ccccc5)CC(=O)N[C@@H](C(C)C)C(=O)NCC#Cc6cccc(c6)C#CCNC(=O)[C@H](C(C)C)NC(=O)CN(Cc7ccccc7)Cc8c(nc9n8c(=O)c(cn9Cc1c(cccc1F)F)C(=O)OCC)c1ccc(cc1)NC(=O)NCC
P30968,178805,Ki,-2.94,Cc1c(c(=O)n(c(=O)n1CC2CC2)C[C@@H](c3ccccc3)N)c4ccccc4F
P30872,413171,Ki,-10,CC(C)[C@@H]1C(=O)N[C@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)CCCCN)Cc2c[nH]c3c2cccc3)Cc4cccnc4)NC(=O)[C@H](Cc5c(c(c(c(c5F)F)F)F)F)N)C(=O)N[C@@H](Cc6c(c(c(c(c6F)F)F)F)F)C(=O)N
P34995,1237303,Ki,-10,CC(=O)c1ccc(c(c1)C/C=C/c2ccccc2/C=C/C(=O)O)OCc3ccccc3.CC(=O)c1ccc(c(c1)/C=C/Cc2ccccc2/C=C/C(=O)O)OCc3ccccc3
P25103,1817891,IC50,-10,COc1ccc(cc1CN2CCC(=O)C(C2)C(c3ccccc3)c4ccccc4)OC(F)(F)F.Cl
P30968,295376,IC50,-0.7,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(=O)N(CC(C)C)CC(C)C)CCNCCCCc4cccnc4)C
P30968,363900,Ki,-1.52,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@@H](c3ccccc3)N)c4csc(n4)Nc5ccc(c(c5)OC)OC
P30968,337172,Ki,-3.26,CCOC(=O)c1cn(c2c(c(c(n2c1=O)CN(C)Cc3ccccc3)c4ccc(cc4)OC)C#N)Cc5ccccc5F
P30542,27496,Ki,-10,CCCn1c2c(c(=O)n(c1=O)CCC)nc([nH]2)/C=C/c3ccc(c(c3)OC)OC
P30968,264121,IC50,0,CCOC(=O)c1cn(c2c(c1=O)c(c(s2)c3ccc(cc3)NC(=O)c4ccccc4)CN(C)Cc5ccccc5)Cc6ccccc6
P30968,296199,IC50,-1.56,CCN(CC)C(=O)c1ccc2c(c1)c(c([nH]2)c3cc(cc(c3)C)C)CCN(C)CCCCc4ccncc4
P30968,312864,IC50,0.4,Cc1cc(cc(c1)c2c(c3cc(ccc3[nH]2)C(C)(C)C(=O)N4CC5CCC4CC5)[C@H](C)CNCCc6ccc(=O)n(c6)COC)C
P30968,1800666,IC50,1.05,CN(CCN1CCCC1=O)Cc2c3c(=O)n(c(=O)n(c3sc2c4ccc(cc4)NC(=O)NOC)Cc5c(cccc5F)F)c6ccccc6
P30968,303140,Ki,-2.11,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)CCN3CCC[C@H]3Cc4ccccn4)c5cccc(c5)OC
P30968,341124,Ki,-3.34,CCOC(=O)c1cn(c2c(c(c(n2c1=O)CN(C)CCc3ccccn3)c4ccc(cc4)OCC(C)C)C#N)Cc5ccccc5OC
P30968,180167,IC50,-1.76,CC(C)(C)NC(=O)NCCc1nc2cc(ccc2n1Cc3ccccc3)S(=O)(=O)NCc4ccc(c(c4)F)C(F)(F)F
P30968,330835,Ki,-1.79,CN(C)c1ccc(cc1)c2c(c3c(=O)n(c(=O)n(c3s2)Cc4c(cccc4F)F)c5ccccc5)CN(C)Cc6ccccc6
P30968,23823,Ki,-2.66,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)F)C[C@H](C)NCc3ccccn3)c4cccc(c4)OC
P30968,121412,Ki,-1.64,Cc1cc2c(cc1Cc3ccc(o3)C(=O)NCc4cccc(c4)CNc5ccnc(n5)NCCOC)C(CCC2(C)C)(C)C
P30968,360429,IC50,-0.3,Cc1cc(cc(c1C)C)c2c(c3cc(c(cc3nc2O)Cl)C(=O)Nc4ccncn4)OCC[C@@H]5CCC[C@@H](N5)C(F)(F)F
P30968,280350,IC50,-1.48,CN(Cc1ccccc1)Cc2c3c(=O)n(c(=O)n(c3sc2c4ccc(cc4)OC)Cc5c(cccc5F)F)c6ccc(cc6)OC
P30968,425523,Ki,-2.38,COc1cccc(c1F)n2c(=O)n(c(=O)n(c2=O)C[C@@H](c3ccccc3)N)Cc4ccccc4OC(F)(F)F
P30968,277653,IC50,-2.3,CN(Cc1ccccc1)Cc2c3c(=O)n(c(=O)n(c3sc2c4ccc(cc4)OC)Cc5c(cccc5F)F)c6cccc(c6)Cl
P30968,337919,Ki,-0.32,CCCC(=O)Nc1ccc(cc1)c2cc3n(cc(c(=O)n3c2CN(C)CCc4ccccc4)C(=O)OC(CC)CC)Cc5ccccc5F
P30968,493731,IC50,-0.9,CCc1nc(c(n1CC)C)CN2CCN(CC2)c3cccc4c3nc([nH]4)c5ccc(cc5)C(C)(C)C
P30968,401351,IC50,-2.54,Cc1cc(cc(c1)c2c(c3cc(sc3[nH]2)C(C)(C)C(=O)N4C5CCC4CC5)CCN6CCN(CC6)CC(=O)N7CCC(C7)NC(=O)C)C
P30968,502182,Ki,0.05,Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)C(F)(F)F)C[C@@H](c3ccccc3)NCCCC(=O)[O-])c4cccc(c4F)OC.[Na+]
P30968,427146,IC50,-3.41,CC(C)(C)CC(=O)NCCc1nc2cc(ccc2n1Cc3ccccc3)S(=O)(=O)NCc4ccc(cc4)F
P24530,318535,Ki,-10,CCc1ccc(cc1)C(c2ccc(cc2)CC)(C(C(=O)O)Oc3nc(cc(n3)OC)C)OCCc4ccc(c(c4)OC)OC
P30968,195920,IC50,-3.18,CC(C)n1c2ccc(cc2nc1SCc3cc(ccc3OC)[N+](=O)[O-])NC(=O)C4CCC4
